Final_score	Birds	Bonus_cards	End_of_round_goals	Eggs	Food_on_cards	Tucked_cards	Nectar	Win	Player	Place	Forest	Grass	Water	turn_order	Win_bool	allbirds	N_birds
124	63	10	7	15	5	2	9	0	Sain						FALSE		0
119	67	37	7	2	0	4	2	0	Nino						FALSE		0
97	35	14	4	3	18	18	5	0	Florina						FALSE		0
125	65	27	15	4	4	6	4	0	Hawkeye						FALSE		0
122	55	24	13	12	7	6	5	0	Lucius						FALSE		0
130	67	17	18	4	0	22	2	0	Lowen						FALSE		0
138	59	42	17	2	0	6	12	1	Sain						TRUE		0
121	58	21	17	6	7	2	10	0	Nino						FALSE		0
107	65	10	9	15	0	8	0	0	Lowen						FALSE		0
135	62	28	18	0	2	15	10	1	Sain						TRUE		0
118	32	3	18	2	8	48	7	0	Hawkeye						FALSE		0
110	65	10	20	0	0	5	10	1	Lowen						TRUE		0
104	45	12	14	13	6	10	4	0	Sain						FALSE		0
109	41	6	23	0	0	29	10	0	Hawkeye						FALSE		0
107	58	16	11	5	2	0	15	0	Athos						FALSE		0
94	71	3	9	5	0	2	4	0	Erk						FALSE		0
118	69	17	23	4	0	3	2	0	Sain						FALSE		0
122	54	23	20	16	0	9	0	1	Pent						TRUE		0
119	67	37	7	2	0	4	2	0	Nino	5_6				1	FALSE		0
97	35	14	4	3	18	18	5	0	Florina	6_6				2	FALSE		0
125	65	27	15	4	4	6	4	0	Hawkeye	3_6				3	FALSE		0
122	55	24	13	12	7	6	5	0	Lucius	4_6				4	FALSE		0
130	67	17	18	4	0	22	2	0	Lowen	2_6				5	FALSE		0
138	59	42	17	2	0	6	12	1	Sain	1_6				6	TRUE		0
121	58	21	17	6	7	2	10	0	Nino	2_4				1	FALSE		0
107	65	10	9	15	0	8	0	0	Lowen	4_4				2	FALSE		0
135	62	28	18	0	2	15	10	1	Sain	1_4				3	TRUE		0
118	32	3	18	2	8	48	7	0	Hawkeye	3_4				4	FALSE		0
110	65	10	20	0	0	5	10	1	Lowen	1_3				1	TRUE		0
104	45	12	14	13	6	10	4	0	Sain	3_3				2	FALSE		0
109	41	6	23	0	0	29	10	0	Hawkeye	2_3				3	FALSE		0
132	55	36	18	12	0	3	8	1	Sain	1_3				1	TRUE		0
104	44	14	20	3	2	14	7	0	Pent	3_3				2	FALSE		0
105	61	6	23	1	2	7	5	0	Athos	2_3				3	FALSE		0
120	55	15	23	2	6	9	10	0	Athos	2_5				1	FALSE		0
118	62	11	11	10	3	21	0	0	Pent	3_5				2	FALSE		0
116	57	9	16	5	0	19	10	0	Nino	4_5				3	FALSE		0
123	57	16	23	5	0	22	0	1	Hawkeye	1_5				4	TRUE		0
114	47	22	21	10	6	1	7	0	Sain	5_5				5	FALSE		0
117	52	17	13	15	15	5	0	0	Lowen	3_5				1	FALSE		0
122	49	13	18	6	10	16	10	0	Sain	2_5				2	FALSE		0
111	62	15	11	6	4	3	10	0	Nino	4_5				3	FALSE		0
129	58	18	15	7	9	15	7	1	Hawkeye	1_5				4	TRUE		0
99	20	15	7	32	1	22	2	0	Lucius	5_5				5	FALSE		0
121	66	6	18	10	0	16	5	1	Sain	1_4	chipping_sparrow,coppersmith_barbet,pileated_woodpecker,hawfinch,wood_duck	olive_backed_sunbird,painted_bunting,eurasian_hoopoe,eastern_imperial_eagle,common_tailorbird	brolga,common_starling,american_bittern,lesser_frigatebird	1	TRUE	chipping_sparrow,coppersmith_barbet,pileated_woodpecker,hawfinch,wood_duck,olive_backed_sunbird,painted_bunting,eurasian_hoopoe,eastern_imperial_eagle,common_tailorbird,brolga,common_starling,american_bittern,lesser_frigatebird	14
113	47	6	20	9	3	28	0	0	Lucius	3_4	pygmy_nuthatch,violet_green_swallow,eurasian_nuthatch	blyths_hornbill,pheasant_coucal,burrowing_owl,bluethroat	black_necked_stilt,mute_swan,purple_gallinule,smew	2	FALSE	pygmy_nuthatch,violet_green_swallow,eurasian_nuthatch,blyths_hornbill,pheasant_coucal,burrowing_owl,bluethroat,black_necked_stilt,mute_swan,purple_gallinule,smew	11
119	49	17	20	8	0	13	12	0	Hawkeye	2_4	rufous_banded_honeyeater,yellowhammer,spangled_drongo,rufous_owl	twite,chimney_swift,european_goldfinch,north_island_brown_kiwi	bushtit,great_egret,double_crested_cormorant,australian_reed_warbler,white_faced_ibis	3	FALSE	rufous_banded_honeyeater,yellowhammer,spangled_drongo,rufous_owl,twite,chimney_swift,european_goldfinch,north_island_brown_kiwi,bushtit,great_egret,double_crested_cormorant,australian_reed_warbler,white_faced_ibis	13
108	53	14	8	8	7	14	4	0	Lowen	4_4	wedge_tailed_eagle,red_winged_parrot,oriental_bay_owl	franklins_gull,desert_wheatear,swainsons_hawk,brown_shrike,cedar_waxwing	roseate_spoonbill,grey_butcherbird,yellow_breasted_chat	4	FALSE	wedge_tailed_eagle,red_winged_parrot,oriental_bay_owl,franklins_gull,desert_wheatear,swainsons_hawk,brown_shrike,cedar_waxwing,roseate_spoonbill,grey_butcherbird,yellow_breasted_chat	11
127	64	10	19	14	0	14	6	1	Sain	1_4	red_headed_woodpecker,coppersmith_barbet,red_eyed_vireo,black_woodpecker,common_green_magpie	eurasian_collared_dove,wedge_tailed_eagle,zebra_dove	barrows_goldeneye,australian_ibis,little_pied_cormorant,great_egret,purple_gallinule	1	TRUE	red_headed_woodpecker,coppersmith_barbet,red_eyed_vireo,black_woodpecker,common_green_magpie,eurasian_collared_dove,wedge_tailed_eagle,zebra_dove,barrows_goldeneye,australian_ibis,little_pied_cormorant,great_egret,purple_gallinule	13
115	53	19	22	12	0	4	5	0	Nino	3_4	southern_cassowary,north_island_brown_kiwi,corsican_nuthatch,blyths_hornbill	australian_owlet_nightjar,western_meadowlark,fish_crow	greylag_goose,lesser_frigatebird,wood_stork	2	FALSE	southern_cassowary,north_island_brown_kiwi,corsican_nuthatch,blyths_hornbill,australian_owlet_nightjar,western_meadowlark,fish_crow,greylag_goose,lesser_frigatebird,wood_stork	10
122	61	21	21	2	0	7	10	0	Hawkeye	2_4	kereru,pileated_woodpecker,bonellis_eagle	gray_wagtail,painted_bunting,blue_winged_warbler,yellow_breasted_chat,peregrine_falcon	common_moorhen,crested_ibis,ruff,annas_hummingbird,greater_adjutant	3	FALSE	kereru,pileated_woodpecker,bonellis_eagle,gray_wagtail,painted_bunting,blue_winged_warbler,yellow_breasted_chat,peregrine_falcon,common_moorhen,crested_ibis,ruff,annas_hummingbird,greater_adjutant	13
115	49	26	14	12	10	4	0	0	Lucius	3_4	coal_tit,bells_vireo,small_minivet,kakapo	red_backed_shrike,grandala,greater_roadrunner	king_rail,stork_billed_kingfisher,black_crowned_night_heron	4	FALSE	coal_tit,bells_vireo,small_minivet,kakapo,red_backed_shrike,grandala,greater_roadrunner,king_rail,stork_billed_kingfisher,black_crowned_night_heron	10
123	59	21	14	7	1	4	9	1	Nino	1_2	eastern_screech_owl,rufous_owl,major_mitchells_cockatoo	desert_wheatear,white_stork,white_wagtail,golden_eagle	laughing_kookaburra,osprey,tree_swallow,roseate_spoonbill,crested_ibis	1	TRUE	eastern_screech_owl,rufous_owl,major_mitchells_cockatoo,desert_wheatear,white_stork,white_wagtail,golden_eagle,laughing_kookaburra,osprey,tree_swallow,roseate_spoonbill,crested_ibis	12
113	52	17	9	6	4	4	12	0	Sain	2_2	mandarin_duck,european_robin,western_tanager,yellowhammer	eurasian_kestrel,common_iora,painted_bunting,indian_peafowl,mississippi_kite	little_egret,snowy_egret,black_skimmer,spoon_billed_sandpiper	2	FALSE	mandarin_duck,european_robin,western_tanager,yellowhammer,eurasian_kestrel,common_iora,painted_bunting,indian_peafowl,mississippi_kite,little_egret,snowy_egret,black_skimmer,spoon_billed_sandpiper	13
92	52	0	12	0	0	19	9	0	Nino	4_4	goldcrest,hawfinch,white_backed_woodpecker,rufous_owl,prothonotary_warbler	bairds_sparrow,european_roller	ring_billed_gull,northern_mockingbird,mute_swan,anhinga,golden_eagle	1	FALSE	goldcrest,hawfinch,white_backed_woodpecker,rufous_owl,prothonotary_warbler,bairds_sparrow,european_roller,ring_billed_gull,northern_mockingbird,mute_swan,anhinga,golden_eagle	12
95	48	13	11	4	2	10	7	0	Sain	3_4	western_tanager,laughing_kookaburra,wood_duck,blyths_hornbill	barnowl,dickcissel,cedar_waxwing	mallard,common_goldeneye,atlantic_puffin,willet,cettis_warbler	2	FALSE	western_tanager,laughing_kookaburra,wood_duck,blyths_hornbill,barnowl,dickcissel,cedar_waxwing,mallard,common_goldeneye,atlantic_puffin,willet,cettis_warbler	12
107	50	31	12	2	0	12	0	1	Florina	1_4	red_cockaded_woodpecker,northern_cardinal,bullfinch,cerulean_warbler,kakapo	franklins_gull,bronzed_cowbird,eastern_imperial_eagle	red_winged_blackbird,black_tailed_godwit,black_bellied_whistling_duck,american_bittern	3	TRUE	red_cockaded_woodpecker,northern_cardinal,bullfinch,cerulean_warbler,kakapo,franklins_gull,bronzed_cowbird,eastern_imperial_eagle,red_winged_blackbird,black_tailed_godwit,black_bellied_whistling_duck,american_bittern	12
101	47	14	16	0	0	19	5	0	Hawkeye	2_4	american_redstart,tui,southern_cassowary,european_turtle_dove,wild_turkey	golden_headed_cisticola,eurasian_green_woodpecker,red_throated_hummingbird	common_raven,audouins_gull,common_chiffchaff,wrybill	4	FALSE	american_redstart,tui,southern_cassowary,european_turtle_dove,wild_turkey,golden_headed_cisticola,eurasian_green_woodpecker,red_throated_hummingbird,common_raven,audouins_gull,common_chiffchaff,wrybill	12
108	53	6	20	12	2	6	9	0	Sain	3_3	coal_tit,regent_bowerbird,red_winged_parrot,black_stork,great_horned_owl	black_redstart,common_raven,black_drongo,	american_coot,pink_eared_duck,sarus_crane,black_crowned_night_heron	1	FALSE	coal_tit,regent_bowerbird,red_winged_parrot,black_stork,great_horned_owl,black_redstart,common_raven,black_drongo,,american_coot,pink_eared_duck,sarus_crane,black_crowned_night_heron	13
116	54	20	18	2	6	11	5	1	Lowen	1_3	juniper_titmouse,american_woodcock,cerulean_warbler,white_crested_laughingthrush,red_crossbill	eurasian_eagle_owl,chestnut_collared_longspur,moltonis_warbler	baya_weaver,grey_teal,white_faced_ibis	2	TRUE	juniper_titmouse,american_woodcock,cerulean_warbler,white_crested_laughingthrush,red_crossbill,eurasian_eagle_owl,chestnut_collared_longspur,moltonis_warbler,baya_weaver,grey_teal,white_faced_ibis	11
109	51	10	19	3	0	16	10	0	Hawkeye	2_3	great_crested_flycatcher,red_capped_robin,yellowhammer,northern_flicker,north_island_brown_kiwi	brown_headed_cowbird,says_phoebe,common_swift,golden_headed_cisticola,green_pheasant	yellow_headed_blackbird,red_wattled_lapwing,rufous_night_heron	3	FALSE	great_crested_flycatcher,red_capped_robin,yellowhammer,northern_flicker,north_island_brown_kiwi,brown_headed_cowbird,says_phoebe,common_swift,golden_headed_cisticola,green_pheasant,yellow_headed_blackbird,red_wattled_lapwing,rufous_night_heron	13
99	57	18	12	0	0	7	5	0	Florina	5_6	green_bee_eater,red_winged_parrot,european_turtle_dove,eurasian_nutcracker	desert_wheatear,black_billed_magpie,greater_roadrunner,painted_bunting,plains_wanderer	bluethroat,australian_shelduck,northern_shoveler	1	FALSE	green_bee_eater,red_winged_parrot,european_turtle_dove,eurasian_nutcracker,desert_wheatear,black_billed_magpie,greater_roadrunner,painted_bunting,plains_wanderer,bluethroat,australian_shelduck,northern_shoveler	12
107	54	9	9	9	21	0	5	0	Lowen	3_6	common_iora,gray_catbird,house_crow,common_green_magpie,willie_wagtail	common_nightingale,eurasian_hoopoe,says_phoebe	white_faced_ibis,sarus_crane,plumbeous_redstart,ring_billed_gull	2	FALSE	common_iora,gray_catbird,house_crow,common_green_magpie,willie_wagtail,common_nightingale,eurasian_hoopoe,says_phoebe,white_faced_ibis,sarus_crane,plumbeous_redstart,ring_billed_gull	12
149	62	42	15	5	1	14	10	1	Sain	1_6	blue_gray_gnatcatcher,yellow_billed_cuckoo,galah,mandarin_duck,great_horned_owl	burrowing_owl,asian_koel,sandhill_crane	wilsons_storm_petrel,black_tailed_godwit,wood_stork,white_headed_duck,king_rail	3	TRUE	blue_gray_gnatcatcher,yellow_billed_cuckoo,galah,mandarin_duck,great_horned_owl,burrowing_owl,asian_koel,sandhill_crane,wilsons_storm_petrel,black_tailed_godwit,wood_stork,white_headed_duck,king_rail	13
106	51	6	22	6	1	13	7	0	Hawkeye	4_6	indigo_bunting,cerulean_warbler,small_minivet,red_wattlebird	dark_eyed_junco,california_quail,stubble_quail,grey_headed_mannikin,chestnut_collared_longspur	musk_duck,maned_duck,large_billed_crow,lesser_frigatebird	4	FALSE	indigo_bunting,cerulean_warbler,small_minivet,red_wattlebird,dark_eyed_junco,california_quail,stubble_quail,grey_headed_mannikin,chestnut_collared_longspur,musk_duck,maned_duck,large_billed_crow,lesser_frigatebird	13
88	59	9	6	5	0	4	5	0	Nino	6_6	rose_breasted_grosbeak,white_browed_tit_warbler,spotted_owl,eurasian_nuthatch	red_eyed_bulbul,northern_mockingbird,black_naped_oriole	great_egret,trumpeter_swan,crested_ibis,eurasian_coot,common_grackle	5	FALSE	rose_breasted_grosbeak,white_browed_tit_warbler,spotted_owl,eurasian_nuthatch,red_eyed_bulbul,northern_mockingbird,black_naped_oriole,great_egret,trumpeter_swan,crested_ibis,eurasian_coot,common_grackle	12
116	67	19	11	4	6	4	5	0	Lucius	2_6	great_tit,red_eyed_vireo,forest_owlet,oriental_bay_owl,emu	bronzed_cowbird,blue_winged_warbler,baya_weaver,white_stork	common_sandpiper,snowy_owl,violet_green_swallow,brahminy_kite,ibisbill	6	FALSE	great_tit,red_eyed_vireo,forest_owlet,oriental_bay_owl,emu,bronzed_cowbird,blue_winged_warbler,baya_weaver,white_stork,common_sandpiper,snowy_owl,violet_green_swallow,brahminy_kite,ibisbill	14
141	67	33	18	1	10	0	12	0	Nils	2_4	many_colored_fruit_dove,stellars_jay,hawfinch,downy_woodpecker,great_tit	lazuli_bunting,golden_eagle,north_island_brown_kiwi,indian_peafowl,rose_ringed_parakeet	white_throated_dipper,whooping_crane,red_crowned_crane,prothonotary_warbler	1	FALSE	many_colored_fruit_dove,stellars_jay,hawfinch,downy_woodpecker,great_tit,lazuli_bunting,golden_eagle,north_island_brown_kiwi,indian_peafowl,rose_ringed_parakeet,white_throated_dipper,whooping_crane,red_crowned_crane,prothonotary_warbler	14
119	57	7	13	16	11	8	7	0	Dorcas	4_4	princess_stephanies_astrapia,american_redstart,pileated_woodpecker,red_winged_parrot,sri_lanka_blue_magpie	eastern_bluebird,brewers_blackbird	common_merganser,common_goldeneye,sarus_crane,canada_goose,mute_swan	2	FALSE	princess_stephanies_astrapia,american_redstart,pileated_woodpecker,red_winged_parrot,sri_lanka_blue_magpie,eastern_bluebird,brewers_blackbird,common_merganser,common_goldeneye,sarus_crane,canada_goose,mute_swan	12
120	57	22	13	16	6	6	0	0	Will	3_4	coal_tit,european_honey_buzzard,tui,himalayan_monal,baltimore_oriole	western_meadowlark,savannah_sparrow,northern_bobwhite,killdeer	eastern_phoebe,common_teal,osprey,common_loon,atlantic_puffin	3	FALSE	coal_tit,european_honey_buzzard,tui,himalayan_monal,baltimore_oriole,western_meadowlark,savannah_sparrow,northern_bobwhite,killdeer,eastern_phoebe,common_teal,osprey,common_loon,atlantic_puffin	14
156	68	29	19	6	14	10	10	1	Heath	1_4	common_iora,superb_lyrebird,house_finch,mandarin_duck,blue_winged_warbler	grey_headed_mannikin,little_bustard,kea,australian_magpie,painted_bunting	black_tailed_godwit,spoon_billed_sandpiper,white_wagtail,little_penguin,bonellis_eagle	4	TRUE	common_iora,superb_lyrebird,house_finch,mandarin_duck,blue_winged_warbler,grey_headed_mannikin,little_bustard,kea,australian_magpie,painted_bunting,black_tailed_godwit,spoon_billed_sandpiper,white_wagtail,little_penguin,bonellis_eagle	15
124	63	17	12	11	12	2	7	0	Dorcas	3_4	tufted_titmouse,sri_lanka_frogmouth,rainbow_lorikeet,northern_mockingbird,great_spotted_woodpecker	franklins_gull,white_stork,wedge_tailed_eagle,great_indian_bustard,brown_shrike	roseate_spoonbill,osprey,bluethroat	1	FALSE	tufted_titmouse,sri_lanka_frogmouth,rainbow_lorikeet,northern_mockingbird,great_spotted_woodpecker,franklins_gull,white_stork,wedge_tailed_eagle,great_indian_bustard,brown_shrike,roseate_spoonbill,osprey,bluethroat	13
120	49	10	11	7	33	3	7	0	Will	4_4	red_bellied_woodpecker,sri_lanka_blue_magpie,blue_gray_gnatcatcher,european_honey_buzzard,great_hornbill	eurasian_golden_oriole,black_chinned_hummingbird	savis_warbler,green_pygmy_goose,american_white_pelican,crested_ibis,black_redstart	2	FALSE	red_bellied_woodpecker,sri_lanka_blue_magpie,blue_gray_gnatcatcher,european_honey_buzzard,great_hornbill,eurasian_golden_oriole,black_chinned_hummingbird,savis_warbler,green_pygmy_goose,american_white_pelican,crested_ibis,black_redstart	12
151	55	41	15	17	6	10	7	1	Heath	1_4	eurasian_tree_sparrow,eurasian_eagle_owl,long_tailed_tit,california_condor	house_crow,moltonis_warbler,kea,olive_backed_sunbird,fire_fronted_serin	indian_peafowl,atlantic_puffin,white_headed_duck,great_egret,eleonoras_falcon	3	TRUE	eurasian_tree_sparrow,eurasian_eagle_owl,long_tailed_tit,california_condor,house_crow,moltonis_warbler,kea,olive_backed_sunbird,fire_fronted_serin,indian_peafowl,atlantic_puffin,white_headed_duck,great_egret,eleonoras_falcon	14
126	56	12	23	25	2	8	0	0	Nils	2_4	emu,black_naped_oriole,count_raggis_bird_of_paradise	red_avadavat,western_meadowlark,killdeer,sandhill_crane,baya_weaver	great_cormorant,bald_eagle,great_blue_heron,australian_raven	4	FALSE	emu,black_naped_oriole,count_raggis_bird_of_paradise,red_avadavat,western_meadowlark,killdeer,sandhill_crane,baya_weaver,great_cormorant,bald_eagle,great_blue_heron,australian_raven	12
112	63	13	7	9	4	6	10	0	Florina	2_4	princess_stephanies_astrapia,great_horned_owl,hooded_warbler,wood_duck,cerulean_warbler	horsfields_bronze_cuckoo,indigo_bunting,crimson_chat	great_blue_heron,little_penguin,roseate_spoonbill,gray_catbird	1	FALSE	princess_stephanies_astrapia,great_horned_owl,hooded_warbler,wood_duck,cerulean_warbler,horsfields_bronze_cuckoo,indigo_bunting,crimson_chat,great_blue_heron,little_penguin,roseate_spoonbill,gray_catbird	12
109	61	11	16	13	0	6	2	0	Hawkeye	3_4	baltimore_oriole,red_winged_parrot	white_breasted_woodswallow,chihuahuan_raven,golden_headed_cisticola,galah,plains_wanderer	american_avocet,prothonotary_warbler,bald_eagle,black_tailed_godwit	2	FALSE	baltimore_oriole,red_winged_parrot,white_breasted_woodswallow,chihuahuan_raven,golden_headed_cisticola,galah,plains_wanderer,american_avocet,prothonotary_warbler,bald_eagle,black_tailed_godwit	11
121	54	24	6	9	12	16	7	1	Sain	1_4	blue_jay,great_tit,blyths_hornbill	northern_bobwhite,dickcissel,australian_magpie,bairds_sparrow,kea	australian_reed_warbler,great_crested_grebe,atlantic_puffin,wood_stork	3	TRUE	blue_jay,great_tit,blyths_hornbill,northern_bobwhite,dickcissel,australian_magpie,bairds_sparrow,kea,australian_reed_warbler,great_crested_grebe,atlantic_puffin,wood_stork	12
103	53	16	11	7	12	0	4	0	Lowen	4_4	mountain_chickadee,white_backed_woodpecker,yellowhammer,bells_vireo	ruby_throated_hummingbird,european_turtle_dove,carrion_crow,wild_turkey	whooping_crane,black_throated_diver,cettis_warbler,black_noddy	4	FALSE	mountain_chickadee,white_backed_woodpecker,yellowhammer,bells_vireo,ruby_throated_hummingbird,european_turtle_dove,carrion_crow,wild_turkey,whooping_crane,black_throated_diver,cettis_warbler,black_noddy	12
115	59	17	11	5	5	8	10	0	Lowen	3_3	red_winged_parrot,black_vulture,red_crossbill,galah,spotted_owl	european_bee_eater,eastern_phoebe,australian_raven	mourning_dove,trumpeter_swan,canada_goose,roseate_spoonbill,wrybill	1	FALSE	red_winged_parrot,black_vulture,red_crossbill,galah,spotted_owl,european_bee_eater,eastern_phoebe,australian_raven,mourning_dove,trumpeter_swan,canada_goose,roseate_spoonbill,wrybill	13
130	71	16	18	8	0	11	6	1	Hawkeye	1_3	pileated_woodpecker,southern_cassowary,common_chaffinch,kakapo,prothonotary_warbler	spotted_kingfisher,black_billed_magpie,says_phoebe,golden_eagle	pukeko,brown_pelican,black_noddy,purple_gallinule	2	TRUE	pileated_woodpecker,southern_cassowary,common_chaffinch,kakapo,prothonotary_warbler,spotted_kingfisher,black_billed_magpie,says_phoebe,golden_eagle,pukeko,brown_pelican,black_noddy,purple_gallinule	13
121	59	14	11	13	0	19	5	0	Sain	2_3	tui,great_crested_flycatcher,ruby_crowned_kinglet,parrot_crossbill,blyths_hornbill	bronzed_cowbird,lesser_whitethroat,house_wren,little_bustard	violet_green_swallow,house_finch,willie_wagtail,great_egret,bald_eagle	3	FALSE	tui,great_crested_flycatcher,ruby_crowned_kinglet,parrot_crossbill,blyths_hornbill,bronzed_cowbird,lesser_whitethroat,house_wren,little_bustard,violet_green_swallow,house_finch,willie_wagtail,great_egret,bald_eagle	14
134	64	21	15	3	12	7	12	1	Sain	1_4	great_spotted_woodpecker,azure_tit,white_backed_woodpecker,rufous_owl,cassins_finch	white_wagtail,red_legged_partridge,mountain_bluebird,painted_bunting,eurasian_hoopoe	white_throated_dipper,clarks_grebe,wood_stork,red_crowned_crane,graceful_pina	1	TRUE	great_spotted_woodpecker,azure_tit,white_backed_woodpecker,rufous_owl,cassins_finch,white_wagtail,red_legged_partridge,mountain_bluebird,painted_bunting,eurasian_hoopoe,white_throated_dipper,clarks_grebe,wood_stork,red_crowned_crane,graceful_pina	15
128	66	16	16	11	5	12	2	0	Athos	2_4	white_crested_laughingthrush,european_goldfinch,downy_woodpecker,kereru,prothonotary_warbler	australian_owlet_nightjar,zebra_dove,horsfields_bronze_cuckoo,chestnut_collared_longspur	wilsons_snipe,belted_kingfisher,great_egret,barrows_goldeneye,whooping_crane	2	FALSE	white_crested_laughingthrush,european_goldfinch,downy_woodpecker,kereru,prothonotary_warbler,australian_owlet_nightjar,zebra_dove,horsfields_bronze_cuckoo,chestnut_collared_longspur,wilsons_snipe,belted_kingfisher,great_egret,barrows_goldeneye,whooping_crane	14
109	46	10	16	17	5	3	12	0	Nino	3_4	spangled_drongo,kea,princess_stephanies_astrapia	black_drongo,killdeer,little_bustard,eastern_imperial_eagle,lincolns_sparrow	grey_teal,northern_shoveler,bluethroat	3	FALSE	spangled_drongo,kea,princess_stephanies_astrapia,black_drongo,killdeer,little_bustard,eastern_imperial_eagle,lincolns_sparrow,grey_teal,northern_shoveler,bluethroat	11
101	52	7	0	0	16	19	7	0	Lucius	4_4	baltimore_oriole,great_hornbill,mountain_chickadee,count_raggis_bird_of_paradise,red_shouldered_hawk	rook,hooded_crow	white_throated_kingfisher,lesser_frigatebird,large_billed_crow	4	FALSE	baltimore_oriole,great_hornbill,mountain_chickadee,count_raggis_bird_of_paradise,red_shouldered_hawk,rook,hooded_crow,white_throated_kingfisher,lesser_frigatebird,large_billed_crow	10
119	59	7	15	8	8	17	5	0	Pent	2_4	white_browed_tit_warbler,princess_stephanies_astrapia,hermit_thrush,blyths_hornbill	white_throated_swift,australian_owlet_nightjar,bonellis_eagle,great_indian_bustard	eurasian_marsh_harrier,red_wattled_lapwing,black_swan,little_penguin	1	FALSE	white_browed_tit_warbler,princess_stephanies_astrapia,hermit_thrush,blyths_hornbill,white_throated_swift,australian_owlet_nightjar,bonellis_eagle,great_indian_bustard,eurasian_marsh_harrier,red_wattled_lapwing,black_swan,little_penguin	12
107	57	13	12	12	0	8	5	0	Kent	3_4	ruby_crowned_kinglet,laughing_kookaburra,american_woodcock,red_wattlebird,rose_breasted_grosbeak	common_raven,yellowhammer,common_tailorbird,red_vented_bulbul,goulds_finch	red_winged_blackbird,common_nightingale,white_wagtail,abbotts_booby,large_billed_crow	2	FALSE	ruby_crowned_kinglet,laughing_kookaburra,american_woodcock,red_wattlebird,rose_breasted_grosbeak,common_raven,yellowhammer,common_tailorbird,red_vented_bulbul,goulds_finch,red_winged_blackbird,common_nightingale,white_wagtail,abbotts_booby,large_billed_crow	15
106	51	8	13	14	8	3	9	0	Nino	4_4	hawfinch,black_stork,corsican_nuthatch,rainbow_lorikeet,kakapo	crested_pigeon,asian_emerald_dove,tawny_frogmouth,emu	great_crested_grebe,mandarin_duck,chimney_swift,white_faced_ibis	3	FALSE	hawfinch,black_stork,corsican_nuthatch,rainbow_lorikeet,kakapo,crested_pigeon,asian_emerald_dove,tawny_frogmouth,emu,great_crested_grebe,mandarin_duck,chimney_swift,white_faced_ibis	13
129	66	34	8	3	3	10	5	1	Sain	1_4	bullfinch,yellow_billed_cuckoo,grey_butcherbird,european_goldfinch,western_tanager	house_crow,painted_bunting,golden_pheasant,greater_roadrunner,eurasian_eagle_owl	indian_peafowl,king_rail,wood_stork	4	TRUE	bullfinch,yellow_billed_cuckoo,grey_butcherbird,european_goldfinch,western_tanager,house_crow,painted_bunting,golden_pheasant,greater_roadrunner,eurasian_eagle_owl,indian_peafowl,king_rail,wood_stork	13
103	59	23	9	9	0	0	3	0	Erk	3_4	black_woodpecker,great_crested_flycatcher	american_woodcock,yellow_breasted_chat,red_vented_bulbul	whooping_crane,osprey,atlantic_puffin,american_avocet,spoon_billed_sandpiper	1	FALSE	black_woodpecker,great_crested_flycatcher,american_woodcock,yellow_breasted_chat,red_vented_bulbul,whooping_crane,osprey,atlantic_puffin,american_avocet,spoon_billed_sandpiper	10
146	54	44	18	0	21	1	8	1	Athos	1_4	coal_tit,eurasian_sparrowhawk,western_tanager,mistletoebird,kakapo	bells_vireo,black_naped_oriole,north_island_brown_kiwi,great_indian_bustard	yellow_bittern,abbotts_booby,black_noddy	2	TRUE	coal_tit,eurasian_sparrowhawk,western_tanager,mistletoebird,kakapo,bells_vireo,black_naped_oriole,north_island_brown_kiwi,great_indian_bustard,yellow_bittern,abbotts_booby,black_noddy	12
121	59	19	10	9	0	17	7	0	Sain	2_4	european_robin,brambling,yellow_billed_cuckoo,asian_koel,rose_breasted_grosbeak	twite,white_wagtail,painted_bunting,greater_prairie_chicken	common_yellowthroat,red_avadavat,greater_adjutant,bonellis_eagle,trumpeter_swan	3	FALSE	european_robin,brambling,yellow_billed_cuckoo,asian_koel,rose_breasted_grosbeak,twite,white_wagtail,painted_bunting,greater_prairie_chicken,common_yellowthroat,red_avadavat,greater_adjutant,bonellis_eagle,trumpeter_swan	14
99	49	13	11	5	0	19	2	0	Pent	4_4	rainbow_lorikeet,silvereye	common_raven,major_mitchells_cockatoo,galah,cedar_waxwing	ibisbill,indian_peafowl,red_winged_blackbird,pink_eared_duck,mute_swan	4	FALSE	rainbow_lorikeet,silvereye,common_raven,major_mitchells_cockatoo,galah,cedar_waxwing,ibisbill,indian_peafowl,red_winged_blackbird,pink_eared_duck,mute_swan	11
124	69	6	12	19	6	7	5	0	Pent	3_4	red_crossbill,rufous_owl,red_winged_parrot,eurasian_golden_oriole	moltonis_warbler,black_redstart,lazuli_bunting	brahminy_kite,brolga,little_penguin,smew,anhinga	1	FALSE	red_crossbill,rufous_owl,red_winged_parrot,eurasian_golden_oriole,moltonis_warbler,black_redstart,lazuli_bunting,brahminy_kite,brolga,little_penguin,smew,anhinga	12
